Area,PLC,Scope,AOI,Name
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP100_M01
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP100_M03
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP100_M04
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP100_M05
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP100_M06
13_CCHA,OP020,Controller,CTL_ModeControl,OP020_SOP100_Mode
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP100_ProDB_01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP105_FB_M01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP105_FB_M02
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP105_M01
13_CCHA,OP020,Controller,MOT_Mo2Dir2Pos2Speed,OP020_SOP105_M02
13_CCHA,OP020,Controller,CTL_ModeControl,OP020_SOP105_Mode
13_CCHA,OP020,Controller,VAL_ConfigValve24Lim_CLS_OPN,OP020_SOP105_Y01
13_CCHA,OP020,Controller,VAL_ConfigValve24Lim_CLS_OPN,OP020_SOP105_Y03
13_CCHA,OP020,Controller,CTL_ModeControl,OP020_SOP110t150_Mode
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP110_FB
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP110_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP110_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP110_MDATA_V01
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP110_ProDB_01
13_CCHA,OP020,Controller,TEC_Heater,OP020_SOP110_R01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP110_R01_OpTime01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP110_U02
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP110_Y01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP120_FB
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP120_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP120_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP120_MDATA_V01
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP120_ProDB_01
13_CCHA,OP020,Controller,TEC_Heater,OP020_SOP120_R01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP120_R01_OpTime01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP120_U02
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP120_Y01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP130_FB
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP130_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP130_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP130_MDATA_V01
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP130_ProDB_01
13_CCHA,OP020,Controller,TEC_Heater,OP020_SOP130_R01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP130_R01_OpTime01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP130_U02
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP130_Y01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP140_FB
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP140_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP140_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP140_MDATA_V01
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP140_ProDB_01
13_CCHA,OP020,Controller,TEC_Heater,OP020_SOP140_R01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP140_R01_OpTime01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP140_U02
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP140_Y01
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP150_FB
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP150_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP150_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP150_MDATA_V01
13_CCHA,OP020,Controller,PCT_ProDB_1Proc5Tools,OP020_SOP150_ProDB_01
13_CCHA,OP020,Controller,TEC_Heater,OP020_SOP150_R01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP150_R01_OpTime01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP150_U02
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP150_Y01
13_CCHA,OP020,Controller,CTL_ModeControl,OP020_SOP210t250_Mode
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP210_FB_KQ1
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP210_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP210_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP210_MDATA_V01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP210_U01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP210_Y01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP210_Y02
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP220_FB_KQ1
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP220_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP220_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP220_MDATA_V01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP220_U01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP220_Y01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP220_Y02
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP230_FB_KQ1
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP230_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP230_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP230_MDATA_V01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP230_U01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP230_Y01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP230_Y02
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP240_FB_KQ1
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP240_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP240_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP240_MDATA_V01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP240_U01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP240_Y01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP240_Y02
13_CCHA,OP020,Controller,CTL_FeedBackControl,OP020_SOP250_FB_KQ1
13_CCHA,OP020,Controller,MOT_Mo2Dir0Pos2Speed,OP020_SOP250_M01
13_CCHA,OP020,Controller,OP020_OperatingHoursCount,OP020_SOP250_M01_OpTime01
13_CCHA,OP020,Controller,PCT_MDATA_ValueMonitor,OP020_SOP250_MDATA_V01
13_CCHA,OP020,Controller,DRV_PowerFlex70EN,OP020_SOP250_U01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP250_Y01
13_CCHA,OP020,Controller,VAL_DigitalValve2Lim,OP020_SOP250_Y02
13_CCHA,OP020,Controller,PCT_DUGA_Alarms,PCT_DUGA_Alarms_01
13_CCHA,OP020,Controller,PCT_DUGA_Com,_DUGA_Com_01
13_CCHA,OP020,Controller,PCT_MDATA_ComVal,_MDATA_Com_02
13_CCHA,OP020,Controller,PCT_ProDB_Com1Proc5Tools,_ProDB_Com1Proc5Tools_01
13_CCHA,OP020,Controller,MCP_PVP1500,_PVP1500
13_CCHA,OP030,Controller,CTL_ModeControl,Area_Mode
13_CCHA,OP030,Controller,CTL_ProcessorStatus,AREA_PLC_Status
13_CCHA,OP030,Controller,MCP_Housekeeping,Housekeeping
13_CCHA,OP030,Controller,TRA_PDMove,OP030SOP220_PDM_01
13_CCHA,OP030,Controller,TRA_PDMove,OP030SOP220_PDM_02
13_CCHA,OP030,Controller,TRA_PDMove,OP030SOP220_PDM_03
13_CCHA,OP030,Controller,TRA_PDMove,OP030SOP220_PDM_OP040
13_CCHA,OP030,Controller,TRA_PDNextPLCInterface,OP030tOP040_PDN
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_Mode
13_CCHA,OP030,Controller,SAF_DCInterface,OP030_SAF01
13_CCHA,OP030,Controller,SAF_DCInterface,OP030_SAF02
13_CCHA,OP030,Controller,SAF_DCInterface,OP030_SAF03
13_CCHA,OP030,Controller,SAF_AddSafetyFault,OP030_SOP040_SFM01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP100t125_Mode
13_CCHA,OP030,Controller,SAF_DCInterface,OP030_SOP100t125_SAF01
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP100t125_SEQ01
13_CCHA,OP030,Controller,PCT_InViewDisplay,OP030_SOP100_InView01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP100_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP105_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP110_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP115_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP120_MDATA_M01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP200t210_Mode
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP200t210_SEQ01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP200_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP205_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP220_MDATA_M01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP220_Mode
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP220_SEQ01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP230t235_Mode
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP230t235_SEQ01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP300t320_Mode
13_CCHA,OP030,Controller,SAF_DCInterface,OP030_SOP300t320_SAF01
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP300t320_SEQ01
13_CCHA,OP030,Controller,PCT_DUGA,OP030_SOP300_DUGA_01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP300_MDATA_M01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP300_MDATA_M06
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP300_Mode
13_CCHA,OP030,Controller,PCT_ProDB_1Proc5Tools,OP030_SOP300_ProDB_01
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP300_SEQ01
13_CCHA,OP030,Controller,PCT_DUGA,OP030_SOP315_DUGA_01
13_CCHA,OP030,Controller,PCT_MDATA_Movements,OP030_SOP315_MDATA_M01
13_CCHA,OP030,Controller,CTL_ModeControl,OP030_SOP315_Mode
13_CCHA,OP030,Controller,PCT_ProDB_1Proc5Tools,OP030_SOP315_ProDB_01
13_CCHA,OP030,Controller,CTL_SeqCtrl,OP030_SOP315_SEQ01
13_CCHA,OP030,Controller,PCT_DUGA_Alarms,PCT_DUGA_Alarms_01
13_CCHA,OP030,Controller,PRO_Scaling_Real,PRO_SOP125_B003
13_CCHA,OP030,Controller,PRO_Scaling_Real,PRO_SOP125_B005
13_CCHA,OP030,Controller,CTL_GateEntReq,SOP040_GateEnt_SOP100t120
13_CCHA,OP030,Controller,CTL_GateEntReq,SOP040_GateEnt_SOP300t320
13_CCHA,OP030,Controller,MOT_Mo2Dir2Pos2Speed,SOP100_M02
13_CCHA,OP030,Controller,TRA_PDMove,SOP100_PDM_tSOP105
13_CCHA,OP030,Controller,TRA_RB2Dir2Spd,SOP100_RB01
13_CCHA,OP030,Controller,TRA_PDCreate,SOP100_RB01_PDCreate
13_CCHA,OP030,Controller,TRA_PDDelete,SOP100_RB01_PDD
13_CCHA,OP030,Controller,DRV_PowerFlex70EN,SOP100_U100
13_CCHA,OP030,Controller,MOT_Mo2Dir2Pos2Speed,SOP105_M02
13_CCHA,OP030,Controller,TRA_PDMove,SOP105_PDM_tSOP110
13_CCHA,OP030,Controller,TRA_RB2Dir2Spd,SOP105_RB01
13_CCHA,OP030,Controller,DRV_PowerFlex70EN,SOP105_U105
13_CCHA,OP030,Controller,TRA_PDMove,SOP110_PDM_tSOP115
13_CCHA,OP030,Controller,TRA_RB2Dir2Spd,SOP110_RB01
13_CCHA,OP030,Controller,DRV_PowerFlex70EN,SOP110_U110
13_CCHA,OP030,Controller,TRA_PDMove,SOP115_PDM_tSOP120
13_CCHA,OP030,Controller,TRA_RB2Dir2Spd,SOP115_RB01
13_CCHA,OP030,Controller,DRV_PowerFlex70EN,SOP115_U115
13_CCHA,OP030,Controller,TRA_PDMove,SOP120_PDM_tSOP125
13_CCHA,OP030,Controller,TRA_RB2Dir2Spd,SOP120_RB01
13_CCHA,OP030,Controller,DRV_PowerFlex70EN,SOP120_U120
13_CCHA,OP030,Controller,VAL_ConfigValve24Lim_CLS_OPN,SOP120_Y01
13_CCHA,OP030,Controller,TRA_PDMove,SOP125_PDM_SOP300
